 Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,Label
2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3754.799825724249,115873.83333333333,163872.10847803773,231972.0,4.0,0.0,0.0,0.0,0.0,0.0,943.0,472.5,662.5590539717949,941.0,4.0,0.0,0.0,0.0,0.0,64.0,160.0,939.782043560718,2815.0177821635316,0.0,0.0,0.0,0.0,0.0,2.0
1600.0,0.0,699536.0,0.0,6600.0,4368.0,6565.567346938774,265.34045782540227,0.0,0.0,0.0,0.0,1347977311.9055905,3063982.524659057,2981.0780530204265,3568.3178527225023,18643.0,16.0,300015.0,2981.0780530204265,3568.3178527225023,18643.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35840.0,0.0,3063982.524659057,0.0,4368.0,6600.0,6565.932262627944,264.1623728886093,6196.5896938520755,15.0
83.0,83.0,6226.0,16846.0,1953.0,942.0,1056.2631578947369,245.3934165299564,4456.0,1596.0,1929.0243902439024,596.4966675432846,164380.09316693,2758.936976167419,6492759.141025645,21309813.49535618,87341335.0,47.0,145155517.0,10301394.391891893,27612950.134474047,86721611.0,55.0,116463788.0,2911647.35,12820594.406807614,58108872.0,54.0,0.0,0.0,0.0,0.0,1832.0,1820.0,1379.5080558112786,1379.4289203561395,942.0,4456.0,1428.5500000000002,828.2689895895857,229925.534177215,1.0
8.0,7.0,1964.0,2146.0,982.0,0.0,245.50000000000003,454.5776689883229,1073.0,0.0,306.57142857142856,523.570389136888,820.9964139835465,2.9963372773122137,357579.4285714286,1337607.570907834,5004958.0,2.0,1154.0,164.85714285714286,235.49198752924943,619.0,2.0,5005951.0,834325.1666666665,2043231.512645732,5005054.0,2.0,0.0,0.0,0.0,0.0,272.0,240.0,1.5980465478998471,1.3982907294123663,0.0,1073.0,256.87500000000006,460.1122870198823,211703.31666666668,1.0
4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85704.09982174687,422.5,133.64318164425748,517.0,328.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,128.0,192.0,32801.54486036839,52902.5549613785,0.0,0.0,0.0,0.0,0.0,4.0
2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13895.653007482046,27457.333333333332,38786.99022928167,54913.0,4.0,0.0,0.0,0.0,0.0,0.0,98.0,50.0,65.05382386916237,96.0,4.0,0.0,0.0,0.0,0.0,40.0,100.0,3478.481798341766,10417.17120914028,0.0,0.0,0.0,0.0,0.0,0.0
11.0,10.0,320.0,874.0,160.0,159.0,159.66666666666666,0.5773502691896257,437.0,437.0,437.0,0.0,51068.530055088515,654.2295355020468,1183965.0833333333,2335816.852346523,4664105.0,13.0,4578600.0,2289306.5,3237547.0875254464,4578598.0,15.0,14.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,220.0,224.0,327.2239717478023,327.00556375424446,159.0,438.0,270.7,152.8145935439413,9044.699999999999,0.0
156905.0,128.0,68583584.0,63056.0,1089694.0,880678.0,1059824.7064139124,63115.72733883226,24743.0,155.0,6171.571206571206,8854.230741128713,inf,inf,737119.0939060468,1642656.4920827432,6349154.0,1503.0,16790987.0,946052.433956228,1905980.7157790367,6827172.0,1506.0,5670498.0,375314.50885225885,722755.5294685222,2421659.0,10.0,0.0,0.0,0.0,0.0,-30032435256762.0,4160.0,481778205.6589297,23969.410789776488,879483.0,1109344.0,1063499.4853704162,66265.36906432862,10694155.630648255,2481.0
158138.0,75.0,69158638.0,44920.0,951615.0,759169.0,930489.1569413311,54205.6873922593,7126.0,1286.0,3977.7777777777783,1375.9927756283735,inf,inf,613154.5207060748,1367458.0743652298,5948046.0,996.0,13145996.0,442436.2756080358,1057127.5584632293,5323661.0,1063.0,58674.0,3214.6964285714284,10944.196357883066,48277.0,67.0,3.0,0.0,0.0,0.0,-758779260169.0,1004.0,331077783.8161941,38489.447734855785,759093.0,957638.0,934364.2035610252,54393.30954211613,5606755.296874838,2180.0
7.0,8.0,31.0,0.0,31.0,0.0,15.5,21.92031021678297,0.0,0.0,0.0,0.0,31000000.0,2017112.684334359,888308.0,39355.08924808389,916363.0,860458.0,860449.0,860449.0,0.0,860449.0,860449.0,908.0,455.5,631.446355599587,902.0,9.0,1.0,0.0,0.0,0.0,176.0,196.0,2004284.46842738,12828.215906978745,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,2.0
6716.0,12.0,2941942.0,4290.0,18932.0,14160.0,18535.433333333334,817.957159168248,1073.0,0.0,476.66666666666674,565.2572423242358,981208596.5479683,2247425.6000391836,324128.84475914936,1153195.0349533772,5422386.0,41150.0,1991135.0,51698.3356682402,174210.04734690697,839332.0,37.0,5469840.0,683730.875,1753611.0343411344,5005073.0,2.0,0.0,0.0,0.0,0.0,-213605942289.0,364.0,2236646.942710074,10778.657329109965,14160.0,19553.0,18666.81908190819,1024.386517463078,200392.03912391255,43.0
432.0,428.0,33198.0,94882.0,7618.0,745.0,1886.1282168732591,2171.603872855151,27477.0,1432.0,5655.933959337519,7036.3465573743615,98495055.20699717,5794648.745664687,18398592.741528124,68655049.81506652,349635551.0,75.0,1066915701.0,35238610.39301602,93358790.63023399,349550425.0,78.0,1045702573.0,35746357.11131751,91303576.63172573,343674605.0,76.0,4.0,0.0,0.0,0.0,9216.0,10072.0,5765506.23681076,29142.5088539268,745.0,28015.0,3738.9363660394592,6007.376602368456,3419456.271544544,0.0
40.0,8.0,616.0,0.0,308.0,0.0,185.0,174.42223463593766,0.0,0.0,0.0,0.0,124705463.24004653,12092321.600916943,1391.0,2251.6807234280104,3772.0,26.0,3101.0,1038.5,1765.8983647528528,3076.0,17.0,9.0,9.0,0.0,9.0,9.0,8.0,0.0,0.0,0.0,800.0,160.0,12046068.462962482,46253.13795445954,0.0,308.0,217.86666666666662,151.51139333946355,2878.1333333333337,0.0
23.0,29.0,1426.0,2834.0,440.0,0.0,67.90476190476191,126.7473489907796,976.0,0.0,118.08333333333331,275.46970427075,1807.361561831918,4351.575795566381,101636.29545454546,357061.8370676524,2020776.0,7.0,2357027.0,117851.35,444657.0276951221,2003577.0,1.0,2320900.0,101282.26086956525,399111.7804984333,1925267.0,7.0,0.0,0.0,0.0,0.0,752.0,944.0,1094.6479057852455,3256.9278897811355,0.0,976.0,92.60869565217384,216.2091043679572,46746.37681159419,3.0
6.0,2.0,148.0,252.0,74.0,0.0,37.0,42.72391992003231,126.0,126.0,126.0,0.0,3693.444136657433,56.15579479155256,2673713.0,29655.587357191227,2706285.0,2652055.0,2760353.0,2688153.0,62522.70402821682,2760348.0,2652055.0,3.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,120.0,40.0,37.68857410826539,18.467220683287167,0.0,126.0,67.71428571428571,51.77423518094139,2680.5714285714294,0.0
2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17773.406469776597,91295.5,115.25840533340724,91377.0,91214.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,60.0,5928.123353231493,11845.283116545103,0.0,0.0,0.0,0.0,0.0,0.0
28.0,31.0,724.0,2490.0,362.0,362.0,362.0,0.0,1245.0,1245.0,1245.0,0.0,136498.37330494748,1007370.2810925241,148049.66666666663,244488.80257545382,406701.0,28.0,34.0,34.0,0.0,34.0,34.0,779.0,405.5,526.794551983978,778.0,33.0,0.0,0.0,0.0,0.0,584.0,680.0,502341.5542609705,505028.7268315535,362.0,1245.0,715.2,483.6390182770616,31858.5,3.0
27.0,24.0,1426.0,2834.0,440.0,0.0,52.81481481481482,114.82697252054336,976.0,0.0,118.08333333333331,275.46970427075,819.7806528686934,9.814275421667457,103930.24,359853.64074412023,2188781.0,1.0,5196512.0,199865.8461538462,520905.7958282817,2392756.0,1.0,5032196.0,218791.13043478265,544474.4173050411,2188781.0,1.0,0.0,0.0,0.0,0.0,880.0,784.0,5.195792870294536,4.618482551372921,0.0,976.0,81.92307692307692,205.2787532011949,42139.3665158371,1.0
18.0,16.0,47.0,0.0,31.0,0.0,2.6111111111111107,7.088838690993618,0.0,0.0,0.0,0.0,0.6270173449273376,0.4535870154793506,2271456.1818181807,4158466.099123964,10011299.0,2.0,74958054.0,4409297.294117646,4976252.681857438,10031874.0,2.0,70207248.0,4680483.199999998,5179265.06564208,10031906.0,2.0,0.0,0.0,0.0,0.0,360.0,512.0,0.2401343023125974,0.2134527131667532,0.0,31.0,1.3714285714285714,5.1796304335899706,26.82857142857143,0.0
734.0,134.0,264000.0,0.0,1320.0,1320.0,1320.0,0.0,0.0,0.0,0.0,0.0,9611715.102540342,21848.511364587197,271397.9595919675,918095.3985472235,5978733.0,3.0,72433808.0,544401.055956474,1244369.2908340346,5978893.0,3.0,72347978.0,543969.7593984964,1243861.592812962,5975733.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21846.65920790762,1.8521566795729285,1320.0,1320.0,1320.0,0.0,0.0,4.0
12.0,9.0,1730.0,4290.0,459.0,0.0,144.16666666666669,213.54702838797203,1073.0,0.0,476.66666666666674,565.2572423242358,949.369284465732,3.3117533179037166,317052.6,1142545.557746312,5004886.0,1.0,1336166.0,121469.63636363635,400256.979655389,1328276.0,2.0,6340983.0,792622.875,1764350.021630664,5005043.0,1.0,0.0,0.0,0.0,0.0,400.0,304.0,1.8924304673735524,1.4193228505301645,0.0,1073.0,273.6363636363636,420.02092299976647,176417.57575757577,1.0
23.0,23.0,7456.0,8392.0,2453.0,0.0,414.22222222222223,686.7452268024495,2920.0,0.0,699.3333333333335,1009.8308889326096,29089.20039573647,51108.69930385855,216601.9482758621,120647.8850145441,395948.0,120842.0,544807.0,32047.470588235286,59094.62378689543,166438.0,2.0,483858.0,88790.77272727274,135197.71382442143,235697.0,10.0,0.0,0.0,0.0,0.0,484.0,484.0,17047.209705523826,34061.48959833472,0.0,2920.0,511.225806451613,818.3358198065723,669673.5139784947,0.0
37.0,46.0,2886.0,4650.0,648.0,0.0,87.45454545454544,158.90171705119542,976.0,0.0,116.24999999999996,271.1351020980935,626.1340682986311,28961.4597492005,873475.8472222222,443211.49932618986,3003027.0,706112.0,12035761.0,376117.53125,810678.0559872241,3143769.0,1.0,11644437.0,298581.15384615393,570026.1329581182,2296519.0,8.0,0.0,0.0,0.0,0.0,1152.0,1440.0,9656.428287356426,19305.03146184408,0.0,976.0,101.8378378378378,225.1499973093753,50692.52128841169,1.0
2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20512.82051282051,65.0,107.3871500692704,189.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,10256.410256410256,10256.410256410256,0.0,0.0,0.0,0.0,0.0,1.0
140652.0,0.0,61368624.0,0.0,1055584.0,809632.0,1028651.2986288487,69743.2017878986,0.0,0.0,0.0,0.0,inf,inf,467952.00864141213,877588.9638793383,3178254.0,1470.0,9456948.0,467952.00864141213,877588.9638793383,3178254.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179970.0,0.0,383778553.1867528,0.0,809632.0,1055584.0,1031048.3905191654,67857.01565410844,6003516.6936971,2429.0
134295.0,0.0,58687104.0,0.0,849416.0,655376.0,828552.7999418078,54325.09798474158,0.0,0.0,0.0,0.0,inf,inf,253875.00249346497,531008.9114953752,2392480.0,767.0,7476435.0,253875.00249346497,531008.9114953752,2392480.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134295.0,0.0,328423338.2242611,0.0,655376.0,849416.0,830453.1714141235,52834.99498793322,4417583.1756155435,1948.0
2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44510.828976848396,181.5,68.58935777509511,230.0,133.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,96.0,17401.045556385365,27109.783420463034,0.0,0.0,0.0,0.0,0.0,2.0
115028.0,0.0,50189248.0,0.0,950256.0,746784.0,924809.0669487102,62010.87523674736,0.0,0.0,0.0,0.0,inf,inf,699368.4043483278,1393349.9835458735,4396649.0,998.0,10788796.0,699368.4043483278,1393349.9835458735,4396649.0,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922366.0,0.0,388203360.4148064,0.0,746784.0,950256.0,927336.4240655733,60212.5041959331,5687299.274500898,2178.0
2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36005.73939556991,248.0,80.61017305526642,305.0,191.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,64.0,96.0,13765.581562191732,22240.157833378173,0.0,0.0,0.0,0.0,0.0,2.0
12.0,9.0,1582.0,4290.0,422.0,0.0,131.83333333333331,195.38532248463352,1073.0,0.0,476.66666666666674,565.2572423242358,1049.6021003481812,3.753685985577624,279725.05000000005,1119875.5399788842,5004932.0,2.0,589569.0,53597.181818181816,176715.05783312194,586411.0,2.0,5594322.0,699290.25,1751858.855752512,5005051.0,2.0,0.0,0.0,0.0,0.0,400.0,304.0,2.1449634203300705,1.6087225652475532,0.0,1073.0,266.90909090909093,417.6023295285905,174391.7056277056,1.0
5844.0,2.0,2553472.0,0.0,24640.0,16576.0,24443.591443850262,1180.2659011242781,0.0,0.0,0.0,0.0,1169414180.5831838,2663503.4728675038,29852.904160960552,64462.07026351425,246701.0,18.0,986281.0,44307.30416096053,78605.33458459176,246766.0,18.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-1185994269792.0,40.0,2663485.0240445384,18.448822965094827,16576.0,24640.0,24447.148330525848,1171.6566110047752,35173.59255115271,57.0
58.0,60.0,3596.0,47092.0,990.0,206.0,332.21153846153845,228.78735317482534,6488.0,648.0,2193.583333333333,2076.0953525413956,305109.8390332298,955.3345112949513,108666.140395124,203718.16087513068,448804.0,13.0,385834.0,16307.078260869566,38976.168630931425,120257.0,14.0,424454.0,23168.70476190476,51768.106287514325,170423.0,14.0,0.0,0.0,0.0,0.0,1208.0,1272.0,460.11279607423427,495.221715220717,206.0,6488.0,1237.3071622144794,1851.7771672421275,1393461.6633553132,0.0
606.0,0.0,266640.0,0.0,2200.0,2200.0,2200.0,0.0,0.0,0.0,0.0,0.0,9994006.28873596,22713.65065621809,1685.7140939597316,3112.79072932414,22489.0,7.0,236973.0,1685.7140939597316,3112.79072932414,22489.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22752.0,0.0,22713.65065621809,0.0,2200.0,2200.0,2200.0,0.0,0.0,5.0
259.0,228.0,22067.0,59864.0,5518.0,928.0,1800.2274704902068,1600.5110099756498,18030.0,2356.0,5463.455840548341,5150.877228199868,31277894.289707795,2003129.733232757,11621249.150148246,33886667.78086573,129625929.0,55.0,564350219.0,18522385.749193497,38775001.61691804,114248854.0,64.0,564139336.0,23037837.703252774,45024910.78082753,125370622.0,61.0,2.0,0.0,0.0,0.0,5468.0,5448.0,2001577.6259825672,1552.1072501898798,928.0,18099.0,3313.370227920229,4573.215913563616,2142356.573305936,0.0
139515.0,150.0,60900910.0,22576.0,1048427.0,830712.0,1016932.5044645942,67344.16785233218,8616.0,1714.0,2432.5383609415867,1665.8830022517868,inf,inf,692445.0373222046,1387866.2636079902,4891434.0,1575.0,11430158.0,342796.0320335122,795552.1381454188,3812075.0,1666.0,514228.0,19009.6,40805.46684584065,141287.0,135.0,0.0,0.0,0.0,0.0,-10112831700404.0,-6376311058.0,433159108.3388902,1486.1683001274373,830712.0,1052560.0,1019483.6039585317,65766.34794276702,6819256.923028756,2387.0
155205.0,4.0,67839884.0,0.0,1165018.0,947146.0,1133816.4824420114,70968.9138933036,0.0,0.0,0.0,0.0,inf,inf,531620.3386723518,1180434.318111328,4993329.0,1890.0,13125295.0,517638.67200568534,1156217.36107017,4951384.0,1890.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,-2276342242396.0,80.0,470020833.02224207,190.67140438094242,947144.0,1165018.0,1136926.0026369453,68688.69303335868,6658140.791492672,2662.0
134895.0,4.0,58805928.0,0.0,1065664.0,805384.0,1034383.7903719879,77091.89444901534,0.0,0.0,0.0,0.0,inf,inf,779546.8914300655,1558072.0525305974,4983944.0,1723.0,13240185.0,724714.8914300653,1480532.1371192425,4874283.0,1720.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2490984.0,80.0,398919801.2602734,72.95015347225134,805384.0,1065664.0,1037203.5080657025,74892.61636166897,6663754.4565618895,2447.0
6.0,5.0,62.0,0.0,62.0,0.0,31.0,43.84062043356594,0.0,0.0,0.0,0.0,inf,inf,858658.0,26892.5728683146,889652.0,843114.0,843111.0,843111.0,0.0,843111.0,843111.0,5.0,3.5,0.7071067811865476,4.0,3.0,1.0,0.0,0.0,0.0,120.0,100.0,5287.102242144278,10591.032331021703,0.0,62.0,31.0,35.7957166897568,640.6666666666667,0.0
41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41911.765909946604,3010610.263157896,4493308.449237768,9880189.0,142.0,114395837.0,3010416.763157896,4493234.203025743,9879943.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,64.0,96.0,16368.897452419043,25542.868457527555,0.0,0.0,0.0,0.0,0.0,2.0
12.0,8.0,93.0,0.0,62.0,0.0,27.9,38.89970949944312,0.0,0.0,0.0,0.0,43400000.0,3105595.220411563,554.25,231.01681066681445,718.0,391.0,6.0,2.25,0.5,3.0,2.0,8.0,8.0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,288.0,232.0,3038731.2876317166,66863.93277984604,0.0,62.0,31.0,33.90618950920239,576.6,4.0
650.0,6.0,272686.0,0.0,3311.0,2792.0,3146.75,264.13477034420066,0.0,0.0,0.0,0.0,689819647.7436321,9935860.90501528,5777.413854989231,7535.035670013978,15100.0,37.0,121895.0,5535.413854989231,7204.109696418674,14624.0,29.0,8.0,8.0,0.0,8.0,8.0,6.0,0.0,0.0,0.0,13000.0,120.0,9898669.546990588,37191.358024691355,2792.0,3311.0,3179.4,240.629607935698,10222.6,7.0
2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32511.695561583518,252.5,94.04520189781084,319.0,186.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,96.0,12658.725478633485,19852.970082950036,0.0,0.0,0.0,0.0,0.0,2.0
7.0,8.0,31.0,62.0,31.0,0.0,7.75,15.5,31.0,0.0,20.666666666666664,17.8978583448784,196.16552936679838,38158.50935601329,347495.06666666665,550873.4781646196,1129501.0,191.0,1123272.0,374424.0,380858.4576729261,761409.0,3.0,10.0,8.0,1.4142135623730951,9.0,7.0,0.0,0.0,0.0,0.0,164.0,196.0,14531.97155688492,23626.537799128364,0.0,62.0,16.82857142857143,28.696297945946192,425.5857142857143,2.0
2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40869.565217391304,234.0,67.88225099390856,282.0,186.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,64.0,96.0,15434.782608695652,25434.782608695652,0.0,0.0,0.0,0.0,0.0,2.0
4026.0,0.0,1771440.0,0.0,10560.0,10560.0,10560.0,0.0,0.0,0.0,0.0,0.0,908268647.2985731,2064246.9256785756,34077.41203828157,70205.06759068233,291553.0,19.0,1617718.0,34077.41203828157,70205.06759068233,291553.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68040.0,0.0,2064246.9256785756,0.0,10560.0,10560.0,10560.0,0.0,0.0,24.0
10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72512.38702297828,1803297.8,2685180.2589176833,6001021.0,325.0,9014259.0,1802851.8,2685006.3106495114,6000452.0,2.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,312.0,192.0,28374.75291853196,44137.63410444632,0.0,0.0,0.0,0.0,0.0,4.0
153059.0,16.0,66939776.0,696.0,1105836.0,913460.0,1081402.6056938851,59102.003547977976,348.0,0.0,174.0,200.91789367798975,inf,inf,523776.8244624399,1109484.9146592373,3866307.0,1042.0,11050655.0,744030.21493863,1293957.2793729687,3872566.0,1044.0,1883708.0,352026.09523809515,510233.3487499329,940669.0,3.0,2.0,0.0,0.0,0.0,-379388647258.0,256.0,458854564.81342995,32.890196481631854,913392.0,1106068.0,1083912.580075648,57445.384695173954,5323079.167810452,2532.0
8.0,2.0,215.0,92.0,46.0,0.0,26.875,22.825033249858432,46.0,46.0,46.0,0.0,5.699185445312538,0.1856412197170207,5985260.777777777,17862319.68870209,53617765.0,2.0,53867347.0,7695335.285714285,20250101.225951765,53617765.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,160.0,40.0,0.1485129757736166,0.0371282439434041,0.0,46.0,32.09090909090909,21.082953044839545,444.4909090909091,0.0
6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31574.56242150142,34828.66666666667,49119.9938397091,69764.0,13.0,0.0,0.0,0.0,0.0,0.0,1044.0,526.0,725.4915574973977,1039.0,13.0,0.0,0.0,0.0,0.0,144.0,360.0,7928.227958234017,23646.334463267413,0.0,0.0,0.0,0.0,0.0,2.0
2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3275.6963409958553,194646.0,275303.16670996236,389586.0,5.0,0.0,0.0,0.0,0.0,0.0,1117.0,559.5,784.1814203358812,1114.0,5.0,0.0,0.0,0.0,0.0,64.0,160.0,819.5676256478557,2456.128715348,0.0,0.0,0.0,0.0,0.0,2.0
159034.0,2.0,69566692.0,0.0,1005082.0,809746.0,980159.0648525095,60790.24620723069,0.0,0.0,0.0,0.0,inf,inf,439548.8377212351,912398.5241869729,3990449.0,1176.0,13406634.0,417965.1710545687,875015.3829287352,3925699.0,1176.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-758779519385.0,64.0,425870020.52216214,30.88755386017204,809745.0,1005082.0,982594.4651740509,58997.98307090564,5396599.965780106,2299.0
23.0,27.0,1458.0,2834.0,440.0,0.0,69.42857142857143,127.04155675548508,976.0,0.0,118.08333333333331,275.46970427075,1539.128541976934,36164.955683583765,63595.06818181816,249046.56105656733,1646163.0,157.0,2788591.0,139429.55,399634.6115448164,1812429.0,1.0,2662155.0,115748.73913043474,340447.09751165553,1645886.0,4.0,0.0,0.0,0.0,0.0,752.0,880.0,14235.786089577232,21929.169594006533,0.0,976.0,93.30434782608693,216.20595834786968,46745.01642512076,3.0
4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.72604177294524,27443.6,61272.99461263503,137052.0,3.0,137218.0,45739.33333333333,79217.65308523936,137212.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,80.0,40.0,29.150694515296827,14.575347257648414,0.0,0.0,0.0,0.0,0.0,1.0
10432.0,40.0,4566270.0,4586.0,43048.0,36136.0,42153.38695652176,1509.251949184591,976.0,0.0,114.64999999999996,271.47050177382687,3327353437.247666,9052091.870466005,262631.9269938013,693588.9314877529,3672631.0,84.0,18051695.0,610988.1066510703,1429540.8972489573,6878000.0,85.0,15754442.0,403960.0512820513,821094.2429148706,3298176.0,0.0,0.0,0.0,0.0,0.0,15368.0,1328.0,9052089.331519196,2.5389468093182392,36136.0,43376.0,42187.27172956278,1552.0326845509303,116738.64142649325,99.0
487.0,36.0,202390.0,4378.0,1968.0,1176.0,1403.090909090909,186.27668860738274,976.0,0.0,121.61111111111109,285.69256980965474,6463093.628113127,14755.246047864157,148003.70805470188,391264.56186643546,2461486.0,2.0,10115528.0,313814.38084881956,643101.6101946941,2872300.0,3.0,9611756.0,274621.6,512886.952336661,2451305.0,0.0,0.0,0.0,0.0,0.0,10152.0,1192.0,14751.654070187102,3.5919776770560627,1176.0,2296.0,1418.9922077922076,258.5807619211111,54275.15015998494,4.0
8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14290.86596876863,2249055.0,2686856.9607212306,6452023.0,445818.0,9015680.0,1803136.0,2686711.296724306,6006001.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,224.0,60.0,4764.813357034547,9526.052611734085,0.0,0.0,0.0,0.0,0.0,0.0
2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4985.3453867615135,36882.166666666664,52152.378666240365,73925.0,5.0,0.0,0.0,0.0,0.0,0.0,708.0,355.5,495.6818536117697,706.0,5.0,0.0,0.0,0.0,0.0,64.0,160.0,1249.7504812072784,3735.594905554236,0.0,0.0,0.0,0.0,0.0,2.0
140698.0,4.0,61453060.0,0.0,1152722.0,934490.0,1123739.1903898285,68983.83921390763,0.0,0.0,0.0,0.0,inf,inf,442819.2647168207,791921.6352650293,3067976.0,1705.0,11251582.0,428848.9313834873,767724.3081330225,3026065.0,1705.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,-379389640923.0,80.0,508977973.27788895,190.84110602063149,934488.0,1152722.0,1126597.1922093027,66905.93671673904,6394879.198185151,2637.0
6602.0,0.0,2904880.0,0.0,14960.0,14960.0,14960.0,0.0,0.0,0.0,0.0,0.0,975641015.7457778,2217365.9448767677,6161.9095477386945,24184.75749269942,300691.0,32.0,1226022.0,6161.9095477386945,24184.75749269942,300691.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130658.0,0.0,2217365.9448767677,0.0,14960.0,14960.0,14960.0,0.0,0.0,34.0
1402.0,0.0,616880.0,0.0,3520.0,3520.0,3520.0,0.0,0.0,0.0,0.0,0.0,306111494.21320236,695707.9413936415,1897.1959798994972,3586.43578553118,26702.0,10.0,376948.0,1897.1959798994972,3586.43578553118,26702.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-690767310214.0,0.0,695707.9413936414,0.0,3520.0,3520.0,3520.0,0.0,0.0,8.0
