,Date_Second, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size,Label
1656,10:37:19,8168973,118416,0,51676480.0,0.0,911272.0,704920.0,886764.3141297029,61278.63695924657,0.0,0.0,0.0,0.0,,,379295.73154239886,776576.5224752679,3348660.0,881.0,8168973.0,379295.73154239886,776576.5224752679,3348660.0,881.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2006076,0,362272471.26842284,0.0,704920.0,911272.0,889022.3050690198,59534.27653839892,5209564.411504393,0,0,0,0,0,0,0,0,0.0,945640.5206539592,886764.3141297029,0.0,1
1657,10:37:20,14334623,143213,6,62593048.0,0.0,1005080.0,802544.0,982235.1417737171,57771.99553146945,0.0,0.0,0.0,0.0,,,597550.5486507922,1633188.9436971701,7348483.0,1286.0,14334568.0,635893.5122871558,1666691.0651103265,7348591.0,1286.0,351464.0,70292.8,114829.16977493132,264291.0,1.0,0,0,0,0,1542724,0,463934900.52466166,17.065914249469536,802544.0,1005080.0,984366.9075621475,56139.18261319977,5016696.4478759635,0,0,0,0,0,0,0,0,1.0,1061195.7457422402,982235.1417737171,0.0,1
1658,10:37:21,10966979,121748,0,53195440.0,0.0,911608.0,732760.0,889432.0387641586,53761.21938305669,0.0,0.0,0.0,0.0,,,384848.0919319052,944071.9137405178,4080995.0,983.0,10966979.0,384848.0919319052,944071.9137405178,4080995.0,983.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-379388253415,0,347791599.38578445,0.0,732760.0,911608.0,891666.6227734708,52193.07811005785,4840423.235714612,0,0,0,0,0,0,0,0,0.0,950881.6325743424,889432.0387641586,0.0,1
1659,10:37:22,10012932,130573,0,57099648.0,0.0,813224.0,639416.0,793712.1968044799,49537.306031278305,0.0,0.0,0.0,0.0,,,230431.1089395513,508408.00692329445,3043529.0,741.0,10012932.0,230431.1089395513,508408.00692329445,3043529.0,741.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2493376,0,279590386.2858584,0.0,639416.0,813224.0,795545.6525842156,48150.10978079556,4233788.576521002,0,0,0,0,0,2,2,0,0.0,844282.5959342621,793712.1968044799,0.0,1
1660,10:37:23,5551111,95328,0,41729584.0,0.0,583184.0,478712.0,568138.0197706518,33675.79771035028,0.0,0.0,0.0,0.0,,,198723.372911178,376536.2321451287,1526508.0,390.0,5551111.0,198723.372911178,376536.2321451287,1526508.0,390.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,623292,0,181672761.39202815,0.0,478712.0,583184.0,569767.073995239,32625.632394943997,3066866.1790403705,0,0,0,0,0,2,1,0,0.0,601760.2078983458,568138.0197706518,0.0,1
1661,10:37:24,8709980,79336,0,34648336.0,0.0,566584.0,441808.0,551505.8577636887,37043.55963081358,0.0,0.0,0.0,0.0,,,486154.9297082708,1215155.7749604732,4585647.0,489.0,8709980.0,486154.9297082708,1215155.7749604732,4585647.0,489.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8788306,0,200299353.53921503,0.0,441808.0,566584.0,553018.2635322046,35975.64963794303,3372681.18439411,0,0,0,0,0,1,0,0,0.0,586786.4343560151,551505.8577636887,0.0,1
1662,10:37:25,13360509,148959,0,65049984.0,0.0,1068024.0,826176.0,1040926.0966760092,68287.42775371131,0.0,0.0,0.0,0.0,,,479936.7821524464,1150355.4622862327,5901711.0,999.0,13360509.0,479936.7821524464,1150355.4622862327,5901711.0,999.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-767262611466,0,394289154.3996993,0.0,826176.0,1068024.0,1043532.7834547288,66397.79611410288,5916275.237967711,0,0,0,0,0,0,0,0,0.0,1114210.9588290914,1040926.0966760092,0.0,1
1663,10:37:26,9094846,107576,4,46898096.0,0.0,859112.0,647144.0,834781.1865464882,60684.97586578612,0.0,0.0,0.0,0.0,,,433290.80386525753,971745.0723122716,3780619.0,1218.0,9094740.0,516232.61338906706,1058607.6446132334,3780666.0,1219.0,435619.0,145206.3333333333,251470.10661574337,435579.0,1.0,0,0,0,0,46423472,0,417307472.67849976,9.182104079149736,647144.0,859112.0,837199.2997412151,58985.262903661256,5192549.136115512,0,0,0,0,0,0,0,0,1.0,905129.4613984688,834781.1865464882,0.0,1
1664,10:37:27,17085301,100087,38,43680290.0,2916.0,803968.0,641312.0,781748.6882909599,51594.30843693926,1017.0,0.0,138.58333333333331,299.1410653075247,,,891495.162858174,2083721.638569889,7961053.0,790.0,17085251.0,1131496.8755641815,2339361.980525048,8079332.0,791.0,5051736.0,433191.3429951691,826903.7934671841,2909216.0,2.0,0,0,0,0,-1049956644541,928,296632675.6825335,28.104003564567172,641312.0,804545.0,784017.2392348825,50113.48076035292,4478269.40476065,0,1,0,0,2,1,0,0,2.0,838018.8174925603,781748.6882909599,138.58333333333331,1
1665,10:37:28,6567854,121715,0,53214040.0,0.0,830280.0,667920.0,807011.6229003471,52056.5346237906,0.0,0.0,0.0,0.0,,,311528.59699257603,620351.5709386269,2315232.0,731.0,6567854.0,311528.59699257603,620351.5709386269,2315232.0,731.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-336881492835,0,412074273.3840024,0.0,667920.0,830280.0,809668.7750432316,50384.10699163614,5094943.353904573,0,0,0,0,0,0,0,0,0.0,866721.2790231372,807011.6229003471,0.0,1
1666,10:37:29,7471066,131338,5,57414016.0,0.0,928152.0,747288.0,905442.7720772467,55518.81243881037,0.0,0.0,0.0,0.0,,,389387.9959475682,809706.8228657836,3131510.0,515.0,7396696.0,352363.66261423484,757286.8905674748,3057189.0,512.0,919.0,460.0,646.2955980045044,917.0,3.0,0,0,0,0,2376766,160,338651562.99337184,3139.2789242526896,747288.0,928152.0,907703.5507864268,53881.258909615215,5069327.887568864,0,0,0,0,0,2,2,0,5.0,959075.155920356,905442.7720772467,0.0,1
1667,10:37:30,11072867,142550,2,62333328.0,0.0,902168.0,717272.0,878271.4567769228,56602.52536314737,0.0,0.0,0.0,0.0,,,984913.2286447991,1879705.376690773,5003104.0,1074.0,11072801.0,984891.8953114657,1879670.1441300751,5003042.0,1074.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,1190741,0,430381844.75136316,29850.74626865672,717272.0,902168.0,880696.8754866413,54853.298976505175,4943148.036740885,0,0,0,0,0,0,0,0,1.0,948378.8936223903,878271.4567769228,0.0,1
1668,10:37:31,10777925,130062,6,56800808.0,1952.0,958112.0,751576.0,932580.7412877165,61619.99893928427,976.0,0.0,325.3333333333333,504.0042327864585,,,458515.0738509177,1032537.1256826117,4068218.0,976.0,10777925.0,473376.6374872813,1060252.2484622747,4109207.0,976.0,53637.0,10727.4,23763.09573266918,53235.0,1.0,1,0,0,0,2219789,192,379655966.840162,44.04283900140204,751576.0,958256.0,934945.099120145,59842.48743368369,5734917.402812957,0,0,1,0,0,1,0,0,1.0,997364.283939962,932580.7412877165,325.3333333333333,1
1669,10:37:32,8710269,163488,6,71530926.0,82.0,1054647.0,863184.0,1031089.776825632,58036.20139167417,41.0,0.0,13.666666666666664,21.172308959267205,,,323018.08139567403,704268.1207019921,3025934.0,871.0,8706373.0,363159.2086684013,758527.3685004374,3026123.0,871.0,374953.0,74990.6,165550.55614917155,371122.0,1.0,0,0,0,0,2491704,208,361399744.70580935,15.995606540070328,863184.0,1054673.0,1033258.928416082,56340.12405264556,5076392.624247891,0,0,0,0,1,0,0,0,1.0,1093910.7871589824,1031089.776825632,13.666666666666664,1
1670,10:37:33,9347388,133861,18,58483560.0,5448.0,916400.0,715880.0,893455.8710397978,57239.0305879305,976.0,0.0,302.66666666666663,429.6406158913859,,,343306.2379696589,720444.2070567497,3058269.0,1023.0,9347243.0,425169.11675753765,818735.4839343982,3060150.0,1023.0,2251446.0,132438.00000000006,226456.4185621595,773582.0,1.0,0,0,0,0,997127,600,420577196.9813418,7.994687973990617,715880.0,916728.0,895737.1695507389,55753.46396702475,4874217.714368335,0,0,0,0,0,1,0,0,1.0,964524.806788483,893455.8710397978,302.6666666666667,1
1671,10:37:34,9311703,119919,0,52399176.0,0.0,823576.0,647248.0,803995.2141869462,49896.900773200454,0.0,0.0,0.0,0.0,,,379882.3755712323,816077.2650882151,3046262.0,756.0,9311703.0,379882.3755712323,816077.2650882151,3046262.0,756.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1598676,0,289185815.3648381,0.0,647248.0,823576.0,805844.9624847017,48535.96242425157,4259037.623165241,0,0,0,0,0,0,0,0,0.0,853468.7455726281,803995.2141869462,0.0,1
1672,10:37:35,9141615,166745,0,73038192.0,0.0,979832.0,818120.0,960851.6753216072,47488.40867645296,0.0,0.0,0.0,0.0,,,314512.84336228,600696.9676064091,2674325.0,862.0,9141615.0,314512.84336228,600696.9676064091,2674325.0,862.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-379388364951,0,344968698.4028966,0.0,818120.0,979832.0,962632.7672837345,46137.29104145449,4117088.5660652933,0,0,0,0,0,0,0,0,0.0,1017002.6430532075,960851.6753216072,0.0,1
1673,10:37:36,11093252,153057,16,66939776.0,696.0,1105836.0,913460.0,1081402.6056938851,59102.00354797807,348.0,0.0,174.0,200.91789367798975,,,523775.8244624388,1109484.914659234,3866306.0,1041.0,11050654.0,744029.2149386293,1293957.279372966,3872565.0,1043.0,1883708.0,352026.09523809515,510233.3487499329,940669.0,3.0,2,0,0,0,-379388647258,256,456854564.8134294,32.89019648163185,913392.0,1106068.0,1083912.5800756468,57445.38469517395,5323079.167810458,0,0,2,0,0,2,0,0,3.0,1159690.1283034505,1081402.6056938851,174.0,1
1674,10:37:37,7514602,124475,0,54326920.0,0.0,947624.0,735080.0,924487.3173539924,59502.20823531159,0.0,0.0,0.0,0.0,,,314863.53960403823,682411.8723868651,2735954.0,1009.0,7514602.0,314863.53960403823,682411.8723868651,2735954.0,1009.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2347228,0,331274159.2579464,0.0,735080.0,947624.0,926669.0871776092,57884.41465622266,5112583.9518637275,0,0,0,0,0,0,0,0,0.0,982607.9331495062,924487.3173539924,0.0,1
1675,10:37:38,7251220,150791,0,65917264.0,0.0,999064.0,789832.0,978163.8706780494,56677.31454007659,0.0,0.0,0.0,0.0,,,261842.8243509517,536131.7240252862,2256191.0,1174.0,7251220.0,261842.8243509517,536131.7240252862,2256191.0,1174.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2882518,0,395186529.45510465,0.0,789832.0,999064.0,979940.3349470674,55240.195062263236,4595850.400113655,0,0,0,0,0,0,0,0,0.0,1043591.8732085258,978163.8706780494,0.0,1
1676,10:37:39,13624416,160233,8,69956912.0,0.0,1120788.0,857124.0,1091871.401588546,73190.87342238224,0.0,0.0,0.0,0.0,,,763988.4045435196,1585999.6936096377,6280738.0,1102.0,13624310.0,879235.5854959005,1658614.5682816228,6280845.0,1102.0,1512746.0,216106.57142857145,296430.1490935412,699135.0,1.0,1,0,0,0,2234306,0,453514905.2719103,5.288144376917778,857124.0,1120788.0,1094638.5810710234,71158.77635659862,6291141.319608995,0,0,1,0,0,1,0,0,1.0,1172162.4948862381,1091871.401588546,0.0,1
1677,10:37:40,10825924,153564,0,67056528.0,0.0,1045736.0,801944.0,1022095.6264881118,62590.155968535975,0.0,0.0,0.0,0.0,,,512518.5858703309,1020672.1439928721,3211313.0,1021.0,10825924.0,512518.5858703309,1020672.1439928721,3211313.0,1021.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1249710,0,400544349.6142204,0.0,801944.0,1045736.0,1024357.6233362104,60961.31676645553,5253191.90346133,0,0,0,0,0,0,0,0,0.0,1096743.2176742158,1022095.6264881118,0.0,1
1678,10:37:41,14930423,190395,0,83283048.0,0.0,1280488.0,1048072.0,1253260.6854581595,68214.72340287622,0.0,0.0,0.0,0.0,,,912810.6174798658,1876036.0034851437,6073278.0,1184.0,14930423.0,912810.6174798658,1876036.0034851437,6073278.0,1184.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-758780745839,0,495259480.25892663,0.0,1048072.0,1280488.0,1255864.7111585478,66280.16147187848,5930345.655847882,0,0,0,0,0,0,0,0,0.0,1334647.5903322056,1253260.6854581595,0.0,1
1679,10:37:42,7653889,145954,0,63819416.0,0.0,932852.0,744716.0,912050.030071339,53848.55126657162,0.0,0.0,0.0,0.0,,,248508.6255057785,490680.19942653907,2128212.0,816.0,7653889.0,248508.6255057785,490680.19942653907,2128212.0,816.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,-379389688990,0,394633069.18285036,0.0,744716.0,932852.0,913990.7781711379,52423.68202777692,4459051.565157442,0,0,1,0,0,1,0,0,0.0,974368.7284136901,912050.030071339,0.0,1
1680,10:37:43,13351288,154360,6,67540320.0,2146.0,1089100.0,908856.0,1064901.0151746008,55279.58019590851,1073.0,0.0,357.66666666666663,554.0948173974077,,,615223.6595852312,1347559.4986675726,5138077.0,1418.0,13351288.0,615309.1101346818,1347666.5769769738,5138254.0,1418.0,1051.0,210.2,282.9499955822583,635.0,2.0,0,0,0,0,-1138170147551,208,495035732.99095976,4629.62962962963,908856.0,1089641.0,1067439.922533691,53723.129587926975,4921362.45121707,0,0,0,0,1,0,0,0,0.0,1147800.4314863652,1064901.0151746008,357.66666666666674,1
1681,10:37:44,4602935,55939,6,24421310.0,2146.0,442811.0,348768.0,432189.2848170986,26927.363571090107,1073.0,0.0,357.66666666666663,554.0948173974077,,,392655.2656039727,771908.6303216261,2280441.0,728.0,4602935.0,392739.7930765002,772018.199398277,2280648.0,728.0,1116.0,223.2,322.25564386058466,708.0,1.0,0,0,0,0,136933,208,159624131.87732267,4680.1872074883,348768.0,443297.0,433222.7390951024,26354.34390624302,2452835.0957220956,0,0,0,0,1,0,0,0,0.0,466106.62913572346,432189.2848170986,357.66666666666674,1
1682,10:37:45,9154800,152735,0,66865696.0,0.0,962004.0,802308.0,940838.2373279568,48959.63825831391,0.0,0.0,0.0,0.0,,,342337.0385024007,716115.5983571489,3138320.0,952.0,9154800.0,342337.0385024007,716115.5983571489,3138320.0,952.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,-758780114798,0,373249856.7960225,0.0,802308.0,962004.0,943097.2934791663,47436.91379813518,4354040.471331042,0,0,1,0,0,1,0,0,0.0,1002638.4759543693,940838.2373279568,0.0,1
1683,10:37:46,13841077,133968,4,58530144.0,0.0,1028768.0,840632.0,1002217.4830236692,59766.508370996,0.0,0.0,0.0,0.0,,,773495.1211571118,1917070.6861268957,6874674.0,1285.0,13840968.0,856800.6925856832,2004319.0502886346,6874729.0,1285.0,437490.0,145830.0,252581.5051661543,437486.0,2.0,0,0,0,0,-379389442451,0,409220957.99975014,9.141916831411628,840632.0,1028768.0,1005100.4652686203,57824.020777412166,5526077.032753513,0,0,0,0,0,0,0,0,1.0,1080172.4188262275,1002217.4830236692,0.0,1
1684,10:37:47,10837203,147655,8,64541416.0,0.0,1074216.0,877512.0,1048258.922052204,60922.29190160855,0.0,0.0,0.0,0.0,,,457012.96665590245,958648.2466137314,3589441.0,972.0,10837151.0,650611.0237987596,1074631.9246573045,3589536.0,973.0,2541011.0,363001.5714285714,484189.331247897,1059058.0,0.0,0,0,0,0,-377263585478,0,503501352.50382304,3.1482775773374385,877512.0,1074216.0,1050906.0336071502,59063.04210373315,5506238.256657827,0,0,0,0,0,3,2,0,1.0,1121132.404314176,1048258.922052204,0.0,1
1685,10:37:48,7464003,151021,0,66088616.0,0.0,1056520.0,887248.0,1032333.059321402,54296.49305712234,0.0,0.0,0.0,0.0,,,234904.2413604937,537328.4710680543,2544477.0,1392.0,7464003.0,234904.2413604937,537328.4710680543,2544477.0,1392.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-758781003548,0,537298291.6500185,0.0,887248.0,1056520.0,1034953.8951422997,52563.826994062154,5155964.214885971,0,0,0,0,0,3,2,0,0.0,1116468.0995234016,1032333.059321402,0.0,1
1686,10:37:49,12665113,121894,0,53258384.0,0.0,805792.0,626440.0,784144.1249321586,53057.769543317656,0.0,0.0,0.0,0.0,,,707121.35628364,1838177.5444797515,6635063.0,744.0,12665113.0,707121.35628364,1838177.5444797515,6635063.0,744.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,985124,0,289577405.25142545,0.0,626440.0,805792.0,786275.1848281404,51538.09943840696,4836408.481366929,0,0,0,0,0,0,0,0,0.0,837680.9204800866,784144.1249321586,0.0,1
1687,10:37:50,9951556,122471,4,53493008.0,0.0,867816.0,679032.0,842523.9155266675,59114.617171898964,0.0,0.0,0.0,0.0,,,416182.22049847303,1059266.1967471882,4779571.0,1274.0,9951439.0,416176.55383180635,1059203.4371065048,4779506.0,1322.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,382367,40,451763677.96355706,52831.38247390065,679032.0,867816.0,844994.4466560417,57315.47348887151,5404283.868903533,0,0,0,0,1,0,0,0,2.0,917072.6602145857,842523.9155266675,0.0,1
1688,10:37:51,12393225,171656,22,75129674.0,4650.0,1111520.0,923880.0,1085450.0415508023,59928.20090803958,976.0,0.0,211.36363636363643,377.5253438928111,,,519315.03818543744,1244175.2010455953,5241955.0,1060.0,12393122.0,570267.5195718303,1314685.349868726,5419291.0,1060.0,1804230.0,85915.71428571429,140343.78814972285,522298.0,1.0,0,0,0,0,-758780073582,744,401760673.94202137,12.19260097551892,923880.0,1112056.0,1088085.2018780704,58249.085471189435,5606415.752005813,0,0,0,0,1,0,0,0,1.0,1149476.0836149713,1085450.0415508023,211.3636363636364,1
1689,10:37:52,13600642,146055,0,63895248.0,0.0,995988.0,823692.0,975070.2390987788,52399.65100495064,0.0,0.0,0.0,0.0,,,1007268.6818845713,2206248.4071893897,6986047.0,887.0,13600642.0,1007268.6818845713,2206248.4071893897,6986047.0,887.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,-379388818695,0,442385221.8949836,0.0,823692.0,995988.0,977042.5152937359,50876.18754791446,4512029.439486371,0,0,1,0,0,1,0,0,0.0,1041721.5706239273,975070.2390987788,0.0,1
1690,10:37:53,11096421,135610,6,59283864.0,136.0,980652.0,798480.0,957618.7136815562,54624.54288029554,68.0,0.0,22.666666666666664,35.11504900561391,,,1190834.056448547,2349142.0622954587,6599944.0,1050.0,11096421.0,1498612.456448547,2809923.0000726557,6848778.0,1051.0,2009122.0,401824.4,788308.999033247,1802920.0,1.0,1,0,0,0,2460716,192,405423214.69840246,2.9241818139284628,798480.0,980652.0,959983.2465505629,52982.65968456839,4934252.142779393,0,0,1,0,0,1,0,0,1.0,1024171.5502836466,957618.7136815562,22.66666666666667,1
1691,10:37:54,29569897,143444,0,62761696.0,0.0,920344.0,755176.0,901318.7916996098,47519.29499375611,0.0,0.0,0.0,0.0,,,764872.1670916703,1534518.4904265825,5398962.0,972.0,29569897.0,764872.1670916703,1534518.4904265825,5398962.0,972.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2844416,0,406966843.7917886,0.0,755176.0,920344.0,903233.2851534471,46120.54299919499,4022403.525223234,0,0,0,0,0,0,0,0,0.0,963125.8139790812,901318.7916996098,0.0,1
1692,10:37:55,21093630,136492,3,59631088.0,0.0,958224.0,760728.0,933432.4892892219,59390.15339202478,0.0,0.0,0.0,0.0,,,748173.0108022799,1470728.3635108266,6771332.0,1746.0,20886713.0,644303.0108022799,1324999.3127625287,6564416.0,922.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,2313543,96,363047995.6493956,1224.7711383595079,760728.0,958224.0,935792.6065916813,57594.60920244412,5017657.858021672,0,0,0,0,0,2,2,0,3.0,993447.14475167,933432.4892892219,0.0,1
1693,10:37:56,20832879,149844,14,65466392.0,208.0,997588.0,779448.0,973085.2550290306,62634.764726052425,52.0,0.0,34.666666666666664,26.852684533704767,,,2040205.7266832383,3970735.0667091035,10884937.0,807.0,20832795.0,2207194.9017748134,4090533.2151523842,10943007.0,808.0,1854014.0,288029.6571428572,440335.27598240704,911809.0,3.0,1,0,0,0,-758780655427,192,435659323.7084955,12.508373117229214,779448.0,997588.0,975359.6837190725,60909.362593243226,5337789.737022551,0,0,1,0,0,1,0,0,1.0,1039556.5391900799,973085.2550290306,34.666666666666664,1
1694,10:37:57,13282883,141872,10,62030472.0,0.0,929352.0,744608.0,907939.1442544119,53239.55329557356,0.0,0.0,0.0,0.0,,,681556.367407455,1402917.0846983197,4615632.0,910.0,13282883.0,713619.8007407883,1443514.105031081,4656841.0,910.0,444806.0,63544.57142857143,82547.98698909853,176478.0,2.0,2,0,0,0,6802848,392,349926025.85862935,27.39618524124144,744608.0,929352.0,909723.1748164151,51742.556506627305,4509731.520494626,0,0,2,0,0,2,1,0,0.0,962195.5757725808,907939.1442544119,0.0,1
1695,10:37:58,8385598,140960,0,61681840.0,0.0,902944.0,739072.0,882583.0892090166,49607.884546734924,0.0,0.0,0.0,0.0,,,245186.96637802213,525147.6170573622,2160805.0,830.0,8385598.0,245186.96637802213,525147.6170573622,2160805.0,830.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,523855,0,333910480.0485769,0.0,739072.0,902944.0,884653.4890713244,48125.827940466566,4484341.786528507,0,0,0,0,0,0,0,0,0.0,942414.5134455395,882583.0892090166,0.0,1
1696,10:37:59,31234994,138853,8,60615592.0,0.0,992632.0,761944.0,968514.9588552921,62906.78809903418,0.0,0.0,0.0,0.0,,,749675.5231624673,2140056.911944266,13609765.0,814.0,31234945.0,865173.0564958006,2212827.163764162,13609880.0,814.0,1515889.0,216555.57142857145,297025.26718550234,699122.0,1.0,0,0,0,0,-39592655889596,0,576755141.9340883,5.277055297602831,761944.0,992632.0,970891.4327399187,61248.19165563067,5240963.254909605,0,0,0,0,0,0,0,0,1.0,1049786.408113532,968514.9588552921,0.0,1
1697,10:38:00,19913711,144232,14,62981132.0,4396.0,944054.0,712128.0,918426.4286696102,64627.333869446906,2198.0,52.0,767.3333333333333,1108.1896347948154,,,1189201.6427474646,3151249.3288302445,11176561.0,953.0,19913711.0,1247574.8383518602,3217071.7799756066,11177141.0,954.0,243253.0,48651.4,108227.46928992294,242173.0,3.0,1,0,0,0,1528526,480,359292288.58201754,5373.869168405116,712128.0,945102.0,920825.2085835538,63155.57901621261,5722550.438307946,0,0,1,0,2,1,0,0,0.0,979599.1629486892,918426.4286696102,767.3333333333335,1
1698,10:38:01,21997388,151818,0,66307944.0,0.0,1084600.0,850240.0,1054817.4534574319,72504.10563362339,0.0,0.0,0.0,0.0,,,1124624.2179081887,2639452.509169227,8709726.0,1251.0,21997388.0,1124624.2179081887,2639452.509169227,8709726.0,1251.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-4236482768,0,476441795.418782,0.0,850240.0,1084600.0,1057750.4226550525,70331.63996205933,6423356.87536553,0,0,0,0,0,0,0,0,0.0,1138861.7675384139,1054817.4534574319,0.0,1
1699,10:38:02,12319462,136192,0,59493200.0,0.0,905040.0,699120.0,881028.9335550835,60111.66540584325,0.0,0.0,0.0,0.0,,,746132.4336257398,1653460.4362535952,5831207.0,955.0,12319462.0,746132.4336257398,1653460.4362535952,5831207.0,955.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-375137333021,0,392385424.93485856,0.0,699120.0,905040.0,883364.4066129847,58438.164279113254,5037507.810790264,0,0,0,0,0,0,0,0,0.0,944047.4166620224,881028.9335550835,0.0,1
1700,10:38:03,18419825,166885,6,72959504.0,0.0,1001972.0,776612.0,975984.350490872,65256.12743021063,0.0,0.0,0.0,0.0,,,755893.5105230904,1788978.2293262244,6652784.0,1025.0,18376060.0,741339.8438564237,1763717.875508189,6609075.0,1073.0,4.0,4.0,0.0,4.0,4.0,1,0,0,0,2451228,144,341428339.26150274,55963.48205493361,776528.0,1001972.0,978396.1721914663,63446.57833513109,5714254.2780682305,0,0,1,0,2,1,0,0,3.0,1036526.771457533,975984.350490872,0.0,1
1701,10:38:04,18721018,134820,0,58944240.0,0.0,953280.0,774000.0,930205.6791614239,54933.64284658695,0.0,0.0,0.0,0.0,,,531182.6233088905,1220358.265150211,6890190.0,1879.0,18721018.0,531182.6233088905,1220358.265150211,6890190.0,1879.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1760271,0,362193173.06635076,0.0,774000.0,953280.0,932372.3719401872,53286.56223303995,4971273.571219459,0,0,0,0,0,0,0,0,0.0,990828.5964305095,930205.6791614239,0.0,1
1702,10:38:05,8982073,150426,2,65777104.0,0.0,925940.0,730100.0,902358.219307476,57583.61232187312,0.0,0.0,0.0,0.0,,,374923.6916975003,865374.3994837755,4031919.0,666.0,8761739.0,301481.02503083367,738166.2373190254,3811589.0,668.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,898106,64,374271684.1893569,9.077004769966006,730048.0,925940.0,904690.290470626,55926.45648092202,5092380.4385536155,0,0,1,0,0,7,4,0,1.0,957773.3420218606,902358.219307476,0.0,1
1703,10:38:06,7534480,136912,4,59808816.0,0.0,950432.0,745376.0,925899.6409784643,60667.184773382985,0.0,0.0,0.0,0.0,,,284097.03065908654,567858.7467886204,2389687.0,672.0,7534364.0,284060.36399241985,567795.152095471,2389577.0,673.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,542060,40,348527835.3311501,303571.4285714285,745376.0,950432.0,928344.1910215643,58934.3858199786,5126802.360176897,0,0,0,0,1,0,0,0,2.0,982351.8494213327,925899.6409784643,0.0,1
1704,10:38:07,20356337,151666,10,66296208.0,0.0,1045512.0,837144.0,1021613.6408759167,60116.589316369675,0.0,0.0,0.0,0.0,,,956909.2803010634,2299544.2598843216,8729597.0,1023.0,20356291.0,1094407.6779618822,2389396.5857516136,8729642.0,1024.0,2351210.0,261245.5555555556,371324.86307245545,1063039.0,0.0,0,0,0,0,1461168,0,339649843.8555766,4.252948356448108,837144.0,1045512.0,1023952.1672760964,58426.02992282473,5014463.752239884,0,0,0,0,0,0,0,0,1.0,1087193.8975363253,1021613.6408759168,0.0,1
1705,10:38:08,9780483,147150,0,64299280.0,0.0,1005952.0,793480.0,980113.9408019478,62075.336980001965,0.0,0.0,0.0,0.0,,,325821.49865083914,764185.7808619039,3450041.0,1061.0,9780483.0,325821.49865083914,764185.7808619039,3450041.0,1061.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-379387951247,0,386849361.27782667,0.0,793480.0,1005952.0,982752.4773881208,60246.27539514963,5541174.986414202,0,0,0,0,0,2,2,0,0.0,1044656.2453942369,980113.9408019478,0.0,1
